Nome do alimento,Nível 1,Nível 2,Nível 3,Energia [kcal],Energia [kJ],Lípidos [g],Ácidos gordos saturados [g],Ácidos gordos monoinsaturados  [g],Ácidos gordos polinsaturados  [g],Ácido linoleico  [g],Ácidos gordos trans  [g],Hidratos de carbono  [g],Açúcares  [g],Oligossacáridos  [g],Amido  [g],Fibra   [g],Proteínas  [g],Sal   [g],Álcool  [g],Água  [g],Ácidos orgânicos  [g],Colesterol  [mg],Vitamina A   [µg],Caroteno  [µg],Vitamina D  [µg],alfa-tocoferol  [mg],Tiamina  [mg],Riboflavina  [mg],Niacina  [mg],Equivalentes de niacina  [mg],Triptofano/60  [mg],Vitamina B6  [mg],Vitamina B12  [µg],Vitamina C  [mg],Folatos  [µg],Cinza  [g],Sódio  [mg],Potássio  [mg],Cálcio  [mg],Fósforo  [mg],Magnésio  [mg],Ferro  [mg],Zinco  [mg],Selénio  [µg],Iodo  [µg]
"Iogurte sem lactose meio gordo, natural",Leite e produtos lácteos,Leite ou nata fermentados,Produtos de leite fermentados,48,202,1.5,1.0,0.4,0.1,0.1,0.1,4.5,4.5,0.0,0.0,0.0,3.8,0.2,0.0,87.9,0.4,6.0,30.0,17.0,0.0,0.03,0.03,0.24,0.2,1.1,0.9,0.03,0.0,0.0,1.7,0.75,62.0,180.0,120.0,110.0,12.0,0.2,0.5,,
Laranja (3 variedades),Frutos e produtos derivados de frutos,Fruta utilizada como fruta,Frutos cítricos,47,201,0.2,0.0,0.0,0.1,0.0,0.0,8.9,8.9,0.0,0.0,1.8,1.1,0.0,0.0,86.3,0.7,0.0,20.0,120.0,0.0,0.24,0.09,0.05,0.7,0.8,0.1,0.1,0.0,57.0,31.0,0.42,4.0,160.0,35.0,19.0,11.0,0.2,0.1,,0.3
"Leite de coco, enlatado",Sumos e néctares de frutos e produtos hortícolas (incluindo concentrados),Extratos de origem vegetal,Extrato líquido de origem vegetal,185,762,18.4,14.0,2.3,0.9,0.87,0.0,2.8,1.1,0.0,1.7,0.0,2.0,0.0,0.0,75.8,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.6,0.8,0.2,0.03,0.0,1.0,14.0,1.0,13.0,220.0,18.0,96.0,46.0,3.3,0.6,,
"Leite fermentado (Bifidus) sem lactose enriquecido com fibra, magro, aromatizado, com pedaços e/ou polpa de fruta, com sementes e/ou cereais, com frutos secos e/ou de casca rija, com edulcorantes",Leite e produtos lácteos,Leite ou nata fermentados,Produtos de leite fermentados,57,241,0.8,0.2,0.1,0.0,0.0,0.0,6.6,5.4,0.0,1.2,1.6,4.2,0.2,0.0,87.6,1.3,2.0,30.0,17.0,0.0,0.0,0.04,0.25,0.2,1.1,0.9,0.04,0.0,0.0,1.7,0.75,92.0,200.0,140.0,110.0,17.0,0.3,0.4,,24.0
"Leite fermentado (Bifidus) sem lactose líquido, meio gordo, aromatizado, com pedaços e/ou polpa de fruta, açucarado",Leite e produtos lácteos,Leite ou nata fermentados,Produtos de leite fermentados,71,298,1.7,1.0,0.3,0.0,0.0,0.1,11.0,10.7,0.0,0.0,0.0,2.7,0.1,0.0,83.3,0.2,3.0,33.0,19.0,0.0,0.02,0.02,0.17,0.2,0.8,0.6,0.03,0.0,0.0,6.4,0.75,42.0,98.0,96.0,78.0,8.0,0.2,0.3,,
"Leite fermentado (Bifidus) sem lactose magro, natural, com edulcorantes",Leite e produtos lácteos,Leite ou nata fermentados,Produtos de leite fermentados,51,217,0.4,0.2,0.0,0.0,0.0,0.0,6.2,6.1,0.0,0.0,0.0,5.3,0.2,0.0,87.4,0.5,2.0,17.0,41.0,0.0,0.0,0.04,0.25,0.2,1.3,1.1,0.04,0.0,0.0,1.8,0.75,92.0,260.0,110.0,140.0,14.0,0.1,0.1,,
"Leite fermentado (Bifidus) sem lactose, magro, aromatizado, com pedaços e/ou polpa de fruta e/ou hortícolas, açucarado, com edulcorantes",Leite e produtos lácteos,Leite ou nata fermentados,Produtos de leite fermentados,57,243,0.4,0.2,0.0,0.0,0.0,0.0,8.2,7.9,0.0,0.0,0.0,4.9,0.2,0.0,87.4,0.5,2.0,17.0,41.0,0.0,0.0,0.04,0.25,0.2,1.3,1.1,0.04,0.0,0.0,1.8,0.75,92.0,260.0,110.0,140.0,14.0,0.1,0.1,,
Lentilhas secas cozidas (demolhadas),"Leguminosas, frutos de casca rija, sementes oleaginosas e especiarias",Leguminosas,Leguminosas (sementes de leguminosas secas),115,485,0.3,0.0,0.1,0.1,0.1,0.0,16.7,0.4,1.0,15.3,4.4,9.1,0.4,0.0,67.2,0.0,0.0,4.0,22.0,0.0,0.0,0.13,0.07,0.5,1.7,1.2,0.24,0.0,0.0,25.0,0.9,160.0,280.0,25.0,110.0,33.0,2.3,1.4,,
"Lentilhas vermelhas, secas, cruas","Leguminosas, frutos de casca rija, sementes oleaginosas e especiarias",Leguminosas,Leguminosas (sementes de leguminosas secas),327,1380,0.3,0.1,0.1,0.2,0.1,0.0,46.6,3.6,0.0,43.0,17.4,25.7,0.0,0.0,10.6,0.0,0.0,10.0,60.0,0.0,,0.34,0.12,1.25,4.15,2.9,0.29,0.0,0.0,164.0,2.53,10.0,900.0,24.0,370.0,73.0,6.2,3.9,17.0,4.7
"Lentilhas, secas, cruas","Leguminosas, frutos de casca rija, sementes oleaginosas e especiarias",Leguminosas,Leguminosas (sementes de leguminosas secas),321,1360,0.7,0.1,0.1,0.3,0.3,0.0,47.6,1.2,3.1,43.3,11.8,25.2,0.0,0.0,10.3,0.0,0.0,10.0,60.0,0.0,0.0,0.43,0.27,1.9,5.3,3.4,0.93,0.0,0.0,110.0,2.4,12.0,940.0,74.0,360.0,110.0,6.8,3.9,,
Lichia fresca,Frutos e produtos derivados de frutos,Fruta utilizada como fruta,"Frutos diversos com casca não comestível, pequenos",70,294,0.4,0.1,0.1,0.1,0.067,0.0,14.8,14.3,0.0,0.0,1.3,0.9,0.0,0.0,81.5,0.3,0.0,0.0,0.0,0.0,0.07,0.03,0.06,0.55,0.66,0.11,0.1,0.0,58.3,14.0,0.4,1.0,170.0,5.5,31.0,9.5,0.4,0.2,,
Licor beneditino,Bebidas alcoólicas,Bebidas espirituosas não açucaradas e licores,Licores,352,1470,0.0,0.0,0.0,0.0,0.0,0.0,34.8,34.8,0.0,0.0,0.0,0.0,0.0,30.4,34.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,5.0,0.0,11.0,2.0,0.0,0.9,0.0,,
Licor de anis,Bebidas alcoólicas,Bebidas espirituosas não açucaradas e licores,Licores,385,1610,0.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,34.4,29.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Licor de ginja,Bebidas alcoólicas,Bebidas espirituosas não açucaradas e licores,Licores,239,998,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,0.0,0.0,0.0,0.1,0.0,23.2,57.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,5.0,18.0,2.0,5.0,2.0,0.3,0.0,,
Licor simples,Bebidas alcoólicas,Bebidas espirituosas não açucaradas e licores,Licores,294,1230,0.0,0.0,0.0,0.0,0.0,0.0,24.4,24.4,0.0,0.0,0.0,0.0,0.0,28.0,47.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Lima,Frutos e produtos derivados de frutos,Fruta utilizada como fruta,Frutos cítricos,31,132,0.2,0.0,0.0,0.1,0.036,0.0,1.7,1.7,0.0,0.0,2.8,0.7,0.0,0.0,88.3,4.7,0.0,1.0,6.0,0.0,0.22,0.03,0.02,0.2,0.25,0.05,0.04,0.0,29.1,8.0,0.3,2.0,100.0,33.0,18.0,6.0,0.6,0.1,0.4,
Limão,Frutos e produtos derivados de frutos,Fruta utilizada como fruta,Frutos cítricos,31,130,0.3,0.1,0.0,0.1,0.1,0.0,1.9,1.9,0.0,0.0,2.1,0.5,0.0,0.0,90.1,4.7,0.0,2.0,11.0,0.0,0.6,0.04,0.02,0.2,0.3,0.1,0.07,0.0,55.0,9.0,0.42,2.0,140.0,26.0,16.0,9.0,0.5,0.1,,
Maçã (média com e sem casca),Frutos e produtos derivados de frutos,Fruta utilizada como fruta,Frutos pomáceos,62,262,0.5,0.1,0.0,0.2,0.1,0.0,13.1,13.1,0.0,0.0,2.0,0.2,0.0,0.0,83.4,0.2,0.0,4.0,26.0,0.0,0.43,0.02,0.03,0.1,0.2,0.1,0.04,0.0,6.0,5.0,0.32,6.0,130.0,5.5,7.0,6.5,0.2,0.0,,1.7
Maçã assada com açúcar,Frutos e produtos derivados de frutos,Fruta utilizada como fruta,Frutos pomáceos,106,448,0.5,0.1,0.0,0.2,0.1,0.0,23.9,23.9,0.0,0.0,2.2,0.2,0.0,0.0,74.9,0.2,0.0,4.0,22.0,0.0,0.3,0.02,0.04,0.1,0.2,0.1,0.04,0.0,4.0,4.0,0.4,7.0,130.0,6.0,7.0,6.0,0.2,0.0,,
Maçã assada sem açúcar,Frutos e produtos derivados de frutos,Fruta utilizada como fruta,Frutos pomáceos,75,315,0.5,0.1,0.0,0.3,0.1,0.0,15.7,15.7,0.0,0.0,2.6,0.3,0.0,0.0,82.9,0.3,0.0,10.0,30.0,0.0,0.4,0.02,0.04,0.1,0.2,0.1,0.05,0.0,5.0,4.8,0.4,8.0,150.0,7.0,8.0,7.0,0.3,0.0,,
Maçã com casca,Frutos e produtos derivados de frutos,Fruta utilizada como fruta,Frutos pomáceos,64,269,0.5,0.1,0.0,0.2,0.1,0.0,13.4,13.4,0.0,0.0,2.1,0.2,0.0,0.0,82.9,0.2,0.0,4.0,26.0,0.0,0.59,0.02,0.03,0.1,0.2,0.1,0.04,0.0,7.0,5.0,0.32,6.0,140.0,6.0,8.0,8.0,0.2,0.0,,
Maçã cozida com açúcar,Frutos e produtos derivados de frutos,Fruta utilizada como fruta,Frutos pomáceos,77,325,0.5,0.1,0.0,0.2,0.1,0.0,17.0,17.0,0.0,0.0,1.4,0.2,0.0,0.0,80.6,0.2,0.0,3.0,17.0,0.0,0.3,0.01,0.02,0.1,0.2,0.1,0.03,0.0,2.0,2.4,0.3,4.0,65.0,5.0,5.0,4.0,0.2,0.0,,
Maçã cozida sem açúcar,Frutos e produtos derivados de frutos,Fruta utilizada como fruta,Frutos pomáceos,51,215,0.5,0.1,0.0,0.2,0.1,0.0,10.5,10.5,0.0,0.0,1.6,0.2,0.0,0.0,88.6,0.1,0.0,3.0,20.0,0.0,0.3,0.01,0.02,0.1,0.2,0.1,0.03,0.0,2.0,2.6,0.2,6.0,110.0,5.0,6.0,5.0,0.2,0.0,,
Maçã desidratada,Frutos e produtos derivados de frutos,Produtos de frutos processados,Frutos secados,354,1500,2.9,0.6,0.0,1.1,0.6,0.0,74.5,74.5,0.0,0.0,11.4,1.1,0.1,0.0,5.0,1.1,0.0,,,0.0,2.45,,0.17,0.57,1.14,0.57,0.23,0.0,,28.5,1.83,34.0,730.0,31.0,40.0,37.0,1.1,0.0,,
Maçã seca,Frutos e produtos derivados de frutos,Produtos de frutos processados,Frutos secados,257,1090,0.3,0.1,0.0,0.1,0.1,0.0,57.1,57.1,0.0,0.0,9.5,0.8,0.1,0.0,29.6,1.3,0.0,2.0,12.0,0.0,1.4,0.0,0.13,0.4,0.5,0.1,0.1,0.0,4.0,1.0,1.4,26.0,550.0,27.0,33.0,22.0,0.5,0.2,,
Maçã sem casca,Frutos e produtos derivados de frutos,Fruta utilizada como fruta,Frutos pomáceos,61,256,0.5,0.1,0.0,0.2,0.1,0.0,12.7,12.7,0.0,0.0,1.9,0.2,0.0,0.0,83.8,0.2,0.0,4.0,25.0,0.0,0.27,0.02,0.03,0.1,0.2,0.1,0.04,0.0,5.0,5.0,0.32,6.0,120.0,5.0,6.0,5.0,0.2,0.0,,1.7
Malagueta vermelha fresca,Produtos hortícolas e derivados,Frutos de hortícolas,Solanaceas,31,131,0.3,,,0.2,0.2,0.0,4.3,4.2,0.1,0.0,2.0,1.8,0.0,0.0,86.4,0.0,0.0,685.0,4105.0,0.0,0.8,0.12,0.15,2.2,2.5,0.3,0.28,0.0,225.0,23.0,0.53,12.0,440.0,16.0,39.0,21.0,1.0,0.3,,
Mandioca crua,"Raízes amiláceas ou tubérculos e seus produtos, plantas sacarinas",Raízes e tubérculos amiláceos,Raízes e tubérculos de vegetais tropicais,145,615,0.3,0.1,0.1,0.0,0.0,0.0,33.8,1.4,0.0,32.4,1.8,1.0,0.0,0.0,62.1,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.03,0.68,0.89,0.21,0.09,0.0,25.8,23.0,0.6,9.5,300.0,17.0,31.0,21.0,0.4,0.5,,
Manga,Frutos e produtos derivados de frutos,Fruta utilizada como fruta,"Frutos diversos com casca não comestível, grandes",59,250,0.3,0.1,0.1,0.1,0.0,0.0,11.7,11.5,0.0,0.2,2.9,0.5,0.0,0.0,83.5,0.6,0.0,300.0,1800.0,0.0,1.0,0.04,0.05,0.5,0.6,0.1,0.13,0.0,23.0,36.0,0.5,14.0,120.0,9.0,10.0,13.0,0.2,0.1,,
Manga desidratada,Frutos e produtos derivados de frutos,Produtos de frutos processados,Frutos secados,340,1440,1.7,0.6,0.6,0.6,0.0,0.0,67.4,66.2,0.0,1.2,16.7,2.9,0.2,0.0,5.0,3.5,0.0,,,0.0,5.76,,0.29,2.88,3.46,0.58,0.75,0.0,,207.3,2.88,81.0,660.0,52.0,58.0,75.0,1.2,0.6,,
Manjericão fresco,Produtos hortícolas e derivados,Ervas e flores comestíveis,Ervas aromáticas,48,200,0.8,0.1,0.1,0.5,0.1,0.0,5.1,5.1,0.0,0.0,3.9,3.1,0.0,0.0,88.0,0.0,0.0,660.0,3950.0,0.0,5.0,0.08,0.31,1.1,1.6,0.5,0.09,0.0,26.0,110.0,1.7,9.0,300.0,250.0,37.0,11.0,5.5,0.7,,
Manjericão seco,"Leguminosas, frutos de casca rija, sementes oleaginosas e especiarias",Especiarias,Ervas secas,244,1010,4.1,2.2,1.2,0.5,0.4,0.0,10.0,1.7,0.0,8.3,37.7,23.0,0.2,0.0,10.3,0.0,0.0,938.0,5630.0,0.0,10.7,0.08,1.2,4.9,7.4,2.5,1.34,0.0,1.0,1.0,14.8,76.0,2630.0,2240.0,270.0,710.0,90.0,7.1,,
Manjerona seca,"Leguminosas, frutos de casca rija, sementes oleaginosas e especiarias",Especiarias,Ervas secas,320,1340,7.0,1.2,2.6,1.1,1.0,0.0,42.5,42.5,0.0,0.0,18.1,12.7,0.2,0.0,7.6,0.0,0.0,807.0,4842.0,0.0,9.15,0.29,0.32,4.1,6.6,2.5,0.0,0.0,0.0,0.0,4.22,77.0,1520.0,1990.0,310.0,200.0,120.0,3.6,,
Manteiga com sal,Óleos e gorduras de origem animal e vegetal e seus derivados,Emulsões de gordura e gorduras misturadas,Manteiga,739,3040,81.8,46.3,18.9,2.4,2.0,3.3,0.7,0.7,0.0,0.0,0.0,0.1,1.9,0.0,16.0,0.0,230.0,565.0,45.0,0.7,2.0,0.0,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.0,1.9,750.0,15.0,15.0,24.0,2.0,0.2,0.1,,
Manteiga sem sal,Óleos e gorduras de origem animal e vegetal e seus derivados,Emulsões de gordura e gorduras misturadas,Manteiga,750,3080,83.0,47.0,19.2,2.4,2.0,3.3,0.7,0.7,0.0,0.0,0.0,0.1,0.0,0.0,16.0,0.0,230.0,565.0,45.0,0.7,2.0,0.0,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.2,8.0,15.0,15.0,24.0,2.0,0.2,0.1,,
Maracujá,Frutos e produtos derivados de frutos,Fruta utilizada como fruta,"Frutos diversos com casca não comestível, pequenos",52,221,0.4,0.1,0.1,0.2,0.2,0.0,5.7,5.7,0.0,0.0,3.3,2.6,0.0,0.0,74.9,3.0,0.0,125.0,750.0,0.0,0.5,0.03,0.12,1.5,1.9,0.4,0.1,0.0,23.0,9.2,0.79,19.0,200.0,11.0,64.0,29.0,1.3,0.8,1.0,
Margarina,Óleos e gorduras de origem animal e vegetal e seus derivados,Emulsões de gordura e gorduras misturadas,Margarinas e similares,740,3040,82.0,35.4,23.0,16.9,15.5,2.4,0.4,0.4,0.0,0.0,0.0,0.1,2.8,0.0,14.4,0.0,151.0,305.0,133.0,0.1,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,1120.0,6.7,3.0,5.7,1.0,0.3,0.1,,
"Margarina 3/4, de girassol",Óleos e gorduras de origem animal e vegetal e seus derivados,Emulsões de gordura e gorduras misturadas,Margarinas e similares,524,2150,58.0,13.7,13.0,30.6,30.5,1.4,0.3,0.3,0.0,0.0,0.0,0.1,0.6,0.0,40.8,0.0,1.0,1090.0,0.0,5.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,240.0,21.0,7.0,12.0,2.0,0.1,0.1,,
"Margarina culinária para folhados, com sal",Óleos e gorduras de origem animal e vegetal e seus derivados,Emulsões de gordura e gorduras misturadas,Mistura de óleos e gorduras,772,3170,85.5,31.4,26.1,13.2,12.4,3.6,0.4,0.4,0.0,0.0,0.0,0.1,2.4,0.0,11.3,0.0,225.0,157.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,970.0,8.0,3.0,5.0,1.0,0.3,0.1,,
"Margarina industrial para pastelaria, com sal",Óleos e gorduras de origem animal e vegetal e seus derivados,Emulsões de gordura e gorduras misturadas,Mistura de óleos e gorduras,727,2990,80.5,34.7,25.7,15.1,14.0,3.6,0.4,0.4,0.0,0.0,0.0,0.1,3.0,0.0,16.0,0.0,225.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,1200.0,6.0,3.0,6.0,1.0,0.3,0.1,,
"Margarina vegetal culinária, 80% gordura, com sal",Óleos e gorduras de origem animal e vegetal e seus derivados,Emulsões de gordura e gorduras misturadas,Margarinas e similares,722,2970,80.0,40.2,17.2,22.3,20.1,0.0,0.4,0.4,0.0,0.0,0.0,0.1,3.0,0.0,16.0,0.0,2.0,600.0,400.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,1200.0,6.0,3.0,6.0,1.0,0.3,0.1,,
"Margarina vegetal culinária, com alho e sal",Óleos e gorduras de origem animal e vegetal e seus derivados,Emulsões de gordura e gorduras misturadas,Margarinas e similares,692,2850,74.3,29.7,23.6,20.6,18.5,0.0,4.4,0.9,0.0,3.5,0.7,1.0,3.0,0.0,16.0,0.0,2.0,560.0,372.0,5.0,0.0,0.03,0.01,0.05,0.35,0.3,0.07,0.0,0.0,0.0,3.4,1200.0,100.0,8.0,21.0,5.0,0.6,0.3,,
Marmelada,"Açúcar e similares, confeitaria e sobremesas doces à base de água",Confeitaria incluindo chocolate,Barras doces e outras massas doces,284,1200,0.0,0.0,0.0,0.0,0.0,0.0,69.7,69.7,0.0,0.0,2.2,0.1,0.0,0.0,24.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.0,120.0,8.0,7.0,5.0,2.0,0.1,,1.7
Marmelo,Frutos e produtos derivados de frutos,Fruta utilizada como fruta,Frutos pomáceos,53,223,0.2,0.0,0.1,0.1,0.1,0.0,9.3,9.3,0.0,0.0,6.0,0.3,0.0,0.0,83.6,0.3,0.0,5.0,29.0,0.0,0.55,0.02,0.04,0.1,0.2,0.1,0.04,0.0,14.0,3.0,0.35,4.0,200.0,14.0,14.0,7.0,0.1,0.1,,
Massa com ovo cozida,Cereais e produtos à base de cereais,"Massa alimentícia, massas e produtos similares",Massas alimentícias e produtos similares,71,301,0.6,0.2,0.2,0.1,0.1,0.0,13.3,0.3,0.0,13.0,0.6,2.8,0.4,0.0,83.0,0.0,16.0,7.0,2.0,0.1,0.1,0.02,0.03,0.4,1.0,0.6,0.03,0.0,0.0,4.0,0.3,160.0,28.0,6.0,41.0,9.0,0.3,0.3,,
Massa com ovo crua,Cereais e produtos à base de cereais,"Massa alimentícia, massas e produtos similares",Massas alimentícias e produtos similares,360,1520,3.1,0.9,1.0,0.8,0.8,0.0,67.6,1.8,0.0,65.8,3.0,13.9,0.0,0.0,9.7,0.0,79.0,37.0,9.0,0.3,0.4,0.2,0.13,1.9,4.7,2.8,0.1,0.0,0.0,29.0,0.97,19.0,220.0,27.0,200.0,52.0,1.8,1.5,,
Massa de pimentão,"Temperos, molhos e condimentos",Condimentos (incluindo formatos de mesa),Molhos salgados,44,182,1.0,0.2,0.0,0.5,0.49,0.0,4.4,4.1,0.2,0.2,3.3,2.6,3.3,0.0,85.0,0.0,0.0,355.0,2120.0,0.0,1.31,0.03,0.02,0.98,1.31,0.33,0.51,0.0,147.0,46.0,3.86,1310.0,200.0,15.0,39.0,26.0,1.0,0.3,,
Massa miúda crua,Cereais e produtos à base de cereais,"Massa alimentícia, massas e produtos similares",Massas alimentícias e produtos similares,356,1510,1.8,0.4,0.3,1.1,1.0,0.0,70.0,2.2,0.0,67.8,5.1,12.4,0.0,0.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.04,2.5,4.7,2.2,0.14,0.0,0.0,19.0,0.6,5.0,160.0,25.0,160.0,35.0,1.2,1.0,,
Massa para lasanha cozida,Cereais e produtos à base de cereais,"Massa alimentícia, massas e produtos similares",Massas alimentícias e produtos similares,115,486,0.7,0.1,0.1,0.4,0.4,0.0,22.6,0.8,0.0,21.8,1.0,4.0,0.6,0.0,70.6,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.03,0.5,1.3,0.8,0.03,0.0,0.0,8.0,0.6,240.0,30.0,8.0,57.0,9.0,0.5,0.3,,
Massa para lasanha crua,Cereais e produtos à base de cereais,"Massa alimentícia, massas e produtos similares",Massas alimentícias e produtos similares,359,1520,2.1,0.4,0.3,1.2,1.1,0.0,71.4,2.6,0.0,68.8,3.1,12.0,0.0,0.0,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.06,1.9,4.4,2.5,0.1,0.0,0.0,35.0,0.5,11.0,150.0,23.0,180.0,30.0,1.9,1.0,,
Massa para pizza,Cereais e produtos à base de cereais,"Massa alimentícia, massas e produtos similares",Massas cruas e pré-preparadas,289,1220,4.8,0.7,1.0,3.0,2.6,0.0,52.5,3.3,0.0,49.2,2.1,7.8,0.7,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.85,0.41,0.03,1.7,4.2,2.5,0.03,0.0,0.0,8.0,2.0,270.0,120.0,86.0,85.0,18.0,1.6,0.6,,
Massa quebrada para quiche,Cereais e produtos à base de cereais,"Massa alimentícia, massas e produtos similares",Massas cruas e pré-preparadas,498,2080,29.2,15.3,6.4,4.6,4.16,0.6,52.4,1.3,0.0,51.1,2.0,5.5,1.2,0.0,9.3,0.0,41.0,205.0,78.0,0.2,0.56,0.07,0.03,0.77,1.9,1.12,0.11,0.0,0.0,15.0,1.62,490.0,95.0,22.0,100.0,27.0,0.9,0.7,,
Mel,"Açúcar e similares, confeitaria e sobremesas doces à base de água",Açúcar e outros adoçantes (excluindo os adoçantes intensivos),Mel,314,1330,0.0,0.0,0.0,0.0,0.0,0.0,78.0,78.0,0.0,0.0,0.0,0.5,0.0,0.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.3,0.3,0.0,0.2,0.0,0.0,0.0,0.16,12.0,51.0,0.0,10.0,2.0,0.4,0.9,,
Mel de cana,"Açúcar e similares, confeitaria e sobremesas doces à base de água",Açúcar e outros adoçantes (excluindo os adoçantes intensivos),Xaropes (melaços e outros xaropes),311,1320,0.0,0.0,0.0,0.0,0.0,0.0,77.4,77.4,0.0,0.0,0.0,0.3,0.7,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,270.0,58.0,16.0,1.0,3.0,0.4,0.1,,
Melaço,"Açúcar e similares, confeitaria e sobremesas doces à base de água",Açúcar e outros adoçantes (excluindo os adoçantes intensivos),Xaropes (melaços e outros xaropes),269,1140,0.1,0.0,0.0,0.0,0.0,0.0,66.6,57.8,8.8,0.0,0.0,0.6,0.2,0.0,25.7,0.0,0.0,0.0,0.0,0.0,0.41,0.06,0.1,0.45,0.45,0.0,0.34,0.0,0.0,0.0,2.53,67.0,1470.0,360.0,31.0,190.0,7.0,0.6,,0.0
Melancia,Produtos hortícolas e derivados,Frutos de hortícolas,Frutos vegetais de cucurbitáceas,26,110,0.2,0.0,0.1,0.1,0.0,0.0,5.5,5.5,0.0,0.0,0.3,0.4,0.0,0.0,93.6,0.0,0.0,50.0,300.0,0.0,0.1,0.02,0.01,0.1,0.1,0.0,0.14,0.0,4.0,2.0,0.29,4.0,100.0,10.0,5.0,12.0,0.3,0.1,,0.3
Melão (3 variedades),Produtos hortícolas e derivados,Frutos de hortícolas,Frutos vegetais de cucurbitáceas,30,125,0.3,0.1,0.1,0.1,0.1,0.0,5.7,5.7,0.0,0.0,0.9,0.6,0.0,0.0,91.8,0.0,0.0,167.0,1000.0,0.0,0.1,0.02,0.02,0.4,0.4,0.0,0.09,0.0,30.0,3.0,0.68,12.0,230.0,10.0,12.0,19.0,0.3,0.2,,0.3
Meloa,Produtos hortícolas e derivados,Frutos de hortícolas,Frutos vegetais de cucurbitáceas,23,98,0.1,0.0,0.1,0.0,0.0,0.0,4.2,4.2,0.0,0.0,0.9,0.6,0.0,0.0,92.1,0.4,0.0,167.0,1000.0,0.0,0.1,0.04,0.02,0.6,0.6,0.0,0.11,0.0,26.0,5.0,0.68,8.0,210.0,20.0,13.0,11.0,0.3,0.0,,0.3
Merengue,Cereais e produtos à base de cereais,Produtos de pastelaria fina,Pastelaria diversa,353,1500,0.5,0.2,0.2,0.0,0.0,0.0,83.0,83.0,0.0,0.0,0.0,4.1,0.2,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.12,0.1,0.9,0.8,0.01,0.0,0.0,4.0,0.4,97.0,110.0,22.0,10.0,8.0,0.2,0.0,,
Milho doce em conserva,Produtos hortícolas e derivados,Produtos hortícolas transformados ou em conserva e produtos similares,Vegetais em lata ou frasco,106,448,1.7,0.3,0.3,0.5,0.46,0.0,18.4,5.2,0.0,13.1,3.1,2.8,0.6,0.0,75.4,0.0,0.0,4.0,22.0,0.0,0.29,0.03,0.05,1.04,1.39,0.35,0.13,0.0,3.6,75.0,0.98,240.0,220.0,3.5,54.0,27.0,0.4,0.4,10.0,1.1
"Milho, amido (pó)","Ingredientes principais isolados, aditivos, aromas, fermentos e auxiliares tecnológicos",Amidos,Amido de milho,364,1550,0.2,0.0,0.1,0.1,0.1,0.0,90.2,0.0,0.0,90.2,0.1,0.4,0.1,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.19,54.0,63.0,11.0,13.0,7.0,0.4,0.3,,
